"order_date";"market";"target_profit"
"2012-5-20";"EU";11
"2012-5-21";"EU";1008
"2012-5-22";"EU";436
"2012-5-23";"EU";394
"2012-5-24";"EU";51
"2012-5-25";"EU";179
"2012-5-26";"EU";205
"2012-5-27";"EU";20
"2012-5-28";"EU";667
"2012-5-29";"EU";1026
"2012-5-30";"EU";6
"2012-5-31";"EU";3457
"2012-6-1";"EU";1184
"2012-6-2";"EU";730
"2012-6-3";"EU";57
"2012-6-4";"EU";262
"2012-6-5";"EU";673
"2012-6-6";"EU";240
"2012-6-7";"EU";262
"2012-6-8";"EU";371
"2012-6-9";"EU";480
"2012-6-10";"EU";9
"2012-6-11";"EU";437
"2012-6-12";"EU";375
"2012-6-13";"EU";351
"2012-6-14";"EU";1433
"2012-6-15";"EU";206
"2012-6-16";"EU";850
"2012-6-17";"EU";30
"2012-6-18";"EU";582
"2012-6-19";"EU";4025
"2012-6-20";"EU";22
"2012-6-21";"EU";724
"2012-6-22";"EU";410
"2012-6-23";"EU";11
"2012-6-24";"EU";95
"2012-6-25";"EU";907
"2012-6-26";"EU";377
"2012-6-27";"EU";416
"2012-6-28";"EU";1121
"2012-6-29";"EU";1443
"2012-6-30";"EU";119
"2012-7-1";"EU";1343
"2012-7-2";"EU";183
"2012-7-3";"EU";158
"2012-7-4";"EU";361
"2012-7-5";"EU";147
"2012-7-6";"EU";892
"2012-7-7";"EU";40
"2012-7-8";"EU";4
"2012-7-9";"EU";25
"2012-7-10";"EU";17
"2012-7-11";"EU";793
"2012-7-12";"EU";1270
"2012-7-13";"EU";162
"2012-7-14";"EU";133
"2012-7-15";"EU";125
"2012-7-16";"EU";242
"2012-7-17";"EU";899
"2012-7-18";"EU";64
"2012-7-19";"EU";57
"2012-7-20";"EU";230
"2012-7-21";"EU";19
"2012-7-22";"EU";1335
"2012-7-23";"EU";1234
"2012-7-24";"EU";217
"2012-7-25";"EU";260
"2012-7-26";"EU";8
"2012-7-27";"EU";21
"2012-7-28";"EU";116
"2012-7-29";"EU";35
"2012-7-30";"EU";135
"2012-7-31";"EU";10
"2012-8-1";"EU";3647
"2012-8-2";"EU";369
"2012-8-3";"EU";2063
"2012-8-4";"EU";236
"2012-8-5";"EU";729
"2012-8-6";"EU";536
"2012-8-7";"EU";158
"2012-8-8";"EU";364
"2012-8-9";"EU";1005
"2012-8-10";"EU";1336
"2012-8-11";"EU";13
"2012-8-12";"EU";61
"2012-8-13";"EU";519
"2012-8-14";"EU";1176
"2012-8-15";"EU";996
"2012-8-16";"EU";183
"2012-8-17";"EU";20
"2012-8-18";"EU";189
"2012-8-19";"EU";113
"2012-8-20";"EU";1827
"2012-8-21";"EU";77
"2012-8-22";"EU";193
"2012-8-23";"EU";178
"2012-8-24";"EU";1736
"2012-8-25";"EU";110
"2012-8-26";"EU";6
"2012-8-27";"EU";40
"2012-8-28";"EU";608
"2012-8-29";"EU";3925
"2012-8-30";"EU";1260
"2012-8-31";"EU";774
"2012-9-1";"EU";397
"2012-9-2";"EU";405
"2012-9-3";"EU";55
"2012-9-4";"EU";1038
"2012-9-5";"EU";157
"2012-9-6";"EU";136
"2012-9-7";"EU";5202
"2012-9-8";"EU";9
"2012-9-9";"EU";113
"2012-9-10";"EU";519
"2012-9-11";"EU";215
"2012-9-12";"EU";355
"2012-9-13";"EU";14
"2012-9-14";"EU";236
"2012-9-15";"EU";183
"2012-9-16";"EU";60
"2012-9-17";"EU";122
"2012-9-18";"EU";975
"2012-9-19";"EU";390
"2012-9-20";"EU";456
"2012-9-21";"EU";5
"2012-9-22";"EU";600
"2012-9-23";"EU";30
"2012-9-24";"EU";895
"2012-9-25";"EU";461
"2012-9-26";"EU";46
"2012-9-27";"EU";665
"2012-9-28";"EU";282
"2012-9-29";"EU";329
"2012-9-30";"EU";14
"2012-10-1";"EU";1136
"2012-10-2";"EU";24
"2012-10-3";"EU";29
"2012-10-4";"EU";414
"2012-10-5";"EU";829
"2012-10-6";"EU";321
"2012-10-7";"EU";22
"2012-10-8";"EU";153
"2012-10-9";"EU";10
"2012-10-10";"EU";133
"2012-10-11";"EU";713
"2012-10-12";"EU";30
"2012-10-13";"EU";1860
"2012-10-14";"EU";97
"2012-10-15";"EU";180
"2012-10-16";"EU";228
"2012-10-17";"EU";986
"2012-10-18";"EU";155
"2012-10-19";"EU";100
"2012-10-20";"EU";955
"2012-10-21";"EU";36
"2012-10-22";"EU";462
"2012-10-23";"EU";28
"2012-10-24";"EU";492
"2012-10-25";"EU";583
"2012-10-26";"EU";405
"2012-10-27";"EU";505
"2012-10-28";"EU";11
"2012-10-29";"EU";53
"2012-10-30";"EU";726
"2012-10-31";"EU";444
"2012-11-1";"EU";159
"2012-11-2";"EU";940
"2012-11-3";"EU";64
"2012-11-4";"EU";29
"2012-11-5";"EU";590
"2012-11-6";"EU";293
"2012-11-7";"EU";28
"2012-11-8";"EU";1042
"2012-11-9";"EU";181
"2012-11-10";"EU";98
"2012-11-11";"EU";55
"2012-11-12";"EU";789
"2012-11-13";"EU";1485
"2012-11-14";"EU";104
"2012-11-15";"EU";151
"2012-11-16";"EU";2625
"2012-11-17";"EU";103
"2012-11-18";"EU";4
"2012-11-19";"EU";878
"2012-11-20";"EU";433
"2012-11-21";"EU";1
"2012-11-22";"EU";234
"2012-11-23";"EU";685
"2012-11-24";"EU";80
"2012-11-25";"EU";238
"2012-11-26";"EU";258
"2012-11-27";"EU";681
"2012-11-28";"EU";188
"2012-11-29";"EU";155
"2012-11-30";"EU";83
"2012-12-1";"EU";1082
"2012-12-2";"EU";37
"2012-12-3";"EU";2208
"2012-12-4";"EU";521
"2012-12-5";"EU";385
"2012-12-6";"EU";105
"2012-12-7";"EU";70
"2012-12-8";"EU";3
"2012-12-9";"EU";48
"2012-12-10";"EU";624
"2012-12-11";"EU";343
"2012-12-12";"EU";157
"2012-12-13";"EU";1577
"2012-12-14";"EU";1774
"2012-12-15";"EU";330
"2012-12-16";"EU";23
"2012-12-17";"EU";1569
"2012-12-18";"EU";60
"2012-12-19";"EU";711
"2012-12-20";"EU";1748
"2012-12-21";"EU";2103
"2012-12-22";"EU";408
"2012-12-23";"EU";4
"2012-12-24";"EU";453
"2012-12-25";"EU";2065
"2012-12-26";"EU";1520
"2012-12-27";"EU";1524
"2012-12-28";"EU";1936
"2012-12-29";"EU";329
"2012-12-30";"EU";55
"2012-12-31";"EU";397
"2013-1-1";"EU";302
"2013-1-2";"EU";1305
"2013-1-3";"EU";1324
"2013-1-4";"EU";2534
"2013-1-5";"EU";709
"2013-1-6";"EU";1
"2013-1-7";"EU";397
"2013-1-8";"EU";158
"2013-1-9";"EU";1
"2013-1-10";"EU";55
"2013-1-11";"EU";738
"2013-1-12";"EU";2067
"2013-1-13";"EU";14
"2013-1-14";"EU";108
"2013-1-15";"EU";414
"2013-1-16";"EU";141
"2013-1-17";"EU";175
"2013-1-18";"EU";466
"2013-1-19";"EU";1661
"2013-1-20";"EU";81
"2013-1-21";"EU";5321
"2013-1-22";"EU";39
"2013-1-23";"EU";115
"2013-1-24";"EU";143
"2013-1-25";"EU";32
"2013-1-26";"EU";69
"2013-1-27";"EU";109
"2013-1-28";"EU";14
"2013-1-29";"EU";1171
"2013-1-30";"EU";457
"2013-1-31";"EU";48
"2013-2-1";"EU";445
"2013-2-2";"EU";104
"2013-2-3";"EU";30
"2013-2-4";"EU";16
"2013-2-5";"EU";588
"2013-2-6";"EU";670
"2013-2-7";"EU";811
"2013-2-8";"EU";29
"2013-2-9";"EU";10
"2013-2-10";"EU";48
"2013-2-11";"EU";1691
"2013-2-12";"EU";282
"2013-2-13";"EU";484
"2013-2-14";"EU";227
"2013-2-15";"EU";351
"2013-2-16";"EU";557
"2013-2-17";"EU";25
"2013-2-18";"EU";2384
"2013-2-19";"EU";218
"2013-2-20";"EU";763
"2013-2-21";"EU";17
"2013-2-22";"EU";1084
"2013-2-23";"EU";71
"2013-2-24";"EU";571
"2013-2-25";"EU";628
"2013-2-26";"EU";144
"2013-2-27";"EU";6031
"2013-2-28";"EU";207
"2013-3-1";"EU";136
"2013-3-2";"EU";40
"2013-3-3";"EU";12
"2013-3-4";"EU";10
"2013-3-5";"EU";396
"2013-3-6";"EU";210
"2013-3-7";"EU";965
"2013-3-8";"EU";2813
"2013-3-9";"EU";51
"2013-3-10";"EU";58
"2013-3-11";"EU";395
"2013-3-12";"EU";579
"2013-3-13";"EU";2175
"2013-3-14";"EU";4
"2013-3-15";"EU";394
"2013-3-16";"EU";17
"2013-3-17";"EU";44
"2013-3-18";"EU";220
"2013-3-19";"EU";1726
"2013-3-20";"EU";2561
"2013-3-21";"EU";325
"2013-3-22";"EU";112
"2013-3-23";"EU";810
"2013-3-24";"EU";64
"2013-3-25";"EU";29
"2013-3-26";"EU";357
"2013-3-27";"EU";8
"2013-3-28";"EU";539
"2013-3-29";"EU";736
"2013-3-30";"EU";16
"2013-3-31";"EU";0
"2013-4-1";"EU";20
"2013-4-2";"EU";2001
"2013-4-3";"EU";531
"2013-4-4";"EU";84
"2013-4-5";"EU";392
"2013-4-6";"EU";68
"2013-4-7";"EU";400
"2013-4-8";"EU";1028
"2013-4-9";"EU";105
"2013-4-10";"EU";153
"2013-4-11";"EU";120
"2013-4-12";"EU";29
"2013-4-13";"EU";235
"2013-4-14";"EU";64
"2013-4-15";"EU";251
"2013-4-16";"EU";116
"2013-4-17";"EU";43
"2013-4-18";"EU";542
"2013-4-19";"EU";3
"2013-4-20";"EU";108
"2013-4-21";"EU";496
"2013-4-22";"EU";115
"2013-4-23";"EU";452
"2013-4-24";"EU";16
"2013-4-25";"EU";116
"2013-4-26";"EU";7
"2013-4-27";"EU";954
"2013-4-28";"EU";39
"2013-4-29";"EU";601
"2013-4-30";"EU";541
"2013-5-1";"EU";128
"2013-5-2";"EU";20
"2013-5-3";"EU";164
"2013-5-4";"EU";162
"2013-5-5";"EU";22
"2013-5-6";"EU";1476
"2013-5-7";"EU";188
"2013-5-8";"EU";31
"2013-5-9";"EU";252
"2013-5-10";"EU";236
"2013-5-11";"EU";504
"2013-5-12";"EU";84
"2013-5-13";"EU";63
"2013-5-14";"EU";479
"2013-5-15";"EU";357
"2013-5-16";"EU";1097
"2013-5-17";"EU";201
"2013-5-18";"EU";355
"2013-5-19";"EU";29
"2013-5-20";"EU";75
"2013-5-21";"EU";108
"2013-5-22";"EU";345
"2013-5-23";"EU";210
"2013-5-24";"EU";862
"2013-5-25";"EU";330
"2013-5-26";"EU";44
"2013-5-27";"EU";782
"2013-5-28";"EU";40
"2013-5-29";"EU";453
"2013-5-30";"EU";3144
"2013-5-31";"EU";880
"2013-6-1";"EU";138
"2013-6-2";"EU";195
"2013-6-3";"EU";2721
"2013-6-4";"EU";378
"2013-6-5";"EU";59
"2013-6-6";"EU";149
"2013-6-7";"EU";200
"2013-6-8";"EU";50
"2013-6-9";"EU";122
"2013-6-10";"EU";3751
"2013-6-11";"EU";653
"2013-6-12";"EU";275
"2013-6-13";"EU";698
"2013-6-14";"EU";1776
"2013-6-15";"EU";859
"2013-6-16";"EU";59
"2013-6-17";"EU";3867
"2013-6-18";"EU";195
"2013-6-19";"EU";1321
"2013-6-20";"EU";73
"2013-6-21";"EU";326
"2013-6-22";"EU";3
"2013-6-23";"EU";453
"2013-6-24";"EU";2272
"2013-6-25";"EU";149
"2013-6-26";"EU";451
"2013-6-27";"EU";1298
"2013-6-28";"EU";3534
"2013-6-29";"EU";989
"2013-6-30";"EU";16
"2013-7-1";"EU";305
"2013-7-2";"EU";148
"2013-7-3";"EU";1001
"2013-7-4";"EU";442
"2013-7-5";"EU";57
"2013-7-6";"EU";135
"2013-7-7";"EU";18
"2013-7-8";"EU";1000
"2013-7-9";"EU";144
"2013-7-10";"EU";0
"2013-7-11";"EU";1448
"2013-7-12";"EU";203
"2013-7-13";"EU";12
"2013-7-14";"EU";110
"2013-7-15";"EU";1342
"2013-7-16";"EU";48
"2013-7-17";"EU";206
"2013-7-18";"EU";426
"2013-7-19";"EU";79
"2013-7-20";"EU";120
"2013-7-21";"EU";18
"2013-7-22";"EU";430
"2013-7-23";"EU";825
"2013-7-24";"EU";609
"2013-7-25";"EU";1631
"2013-7-26";"EU";187
"2013-7-27";"EU";4
"2013-7-28";"EU";85
"2013-7-29";"EU";561
"2013-7-30";"EU";78
"2013-7-31";"EU";39
"2013-8-1";"EU";1241
"2013-8-2";"EU";15
"2013-8-3";"EU";583
"2013-8-4";"EU";2
"2013-8-5";"EU";195
"2013-8-6";"EU";318
"2013-8-7";"EU";749
"2013-8-8";"EU";324
"2013-8-9";"EU";1125
"2013-8-10";"EU";1245
"2013-8-11";"EU";23
"2013-8-12";"EU";816
"2013-8-13";"EU";536
"2013-8-14";"EU";37
"2013-8-15";"EU";1318
"2013-8-16";"EU";167
"2013-8-17";"EU";917
"2013-8-18";"EU";20
"2013-8-19";"EU";9
"2013-8-20";"EU";257
"2013-8-21";"EU";871
"2013-8-22";"EU";294
"2013-8-23";"EU";191
"2013-8-24";"EU";825
"2013-8-25";"EU";177
"2013-8-26";"EU";149
"2013-8-27";"EU";17
"2013-8-28";"EU";604
"2013-8-29";"EU";61
"2013-8-30";"EU";344
"2013-8-31";"EU";765
"2013-9-1";"EU";100
"2013-9-2";"EU";27
"2013-9-3";"EU";250
"2013-9-4";"EU";1314
"2013-9-5";"EU";928
"2013-9-6";"EU";911
"2013-9-7";"EU";76
"2013-9-8";"EU";113
"2013-9-9";"EU";2016
"2013-9-10";"EU";3074
"2013-9-11";"EU";81
"2013-9-12";"EU";467
"2013-9-13";"EU";127
"2013-9-14";"EU";1354
"2013-9-15";"EU";6
"2013-9-16";"EU";1475
"2013-9-17";"EU";61
"2013-9-18";"EU";582
"2013-9-19";"EU";12
"2013-9-20";"EU";872
"2013-9-21";"EU";1463
"2013-9-22";"EU";19
"2013-9-23";"EU";114
"2013-9-24";"EU";102
"2013-9-25";"EU";100
"2013-9-26";"EU";378
"2013-9-27";"EU";1963
"2013-9-28";"EU";925
"2013-9-29";"EU";132
"2013-9-30";"EU";205
"2013-10-1";"EU";35
"2013-10-2";"EU";33
"2013-10-3";"EU";41
"2013-10-4";"EU";1173
"2013-10-5";"EU";326
"2013-10-6";"EU";1
"2013-10-7";"EU";90
"2013-10-8";"EU";446
"2013-10-9";"EU";63
"2013-10-10";"EU";43
"2013-10-11";"EU";2122
"2013-10-12";"EU";370
"2013-10-13";"EU";20
"2013-10-14";"EU";258
"2013-10-15";"EU";1008
"2013-10-16";"EU";1059
"2013-10-17";"EU";31
"2013-10-18";"EU";84
"2013-10-19";"EU";83
"2013-10-20";"EU";4
"2013-10-21";"EU";167
"2013-10-22";"EU";19
"2013-10-23";"EU";734
"2013-10-24";"EU";110
"2013-10-25";"EU";342
"2013-10-26";"EU";2
"2013-10-27";"EU";86
"2013-10-28";"EU";671
"2013-10-29";"EU";692
"2013-10-30";"EU";10
"2013-10-31";"EU";55
"2013-11-1";"EU";1354
"2013-11-2";"EU";111
"2013-11-3";"EU";8
"2013-11-4";"EU";526
"2013-11-5";"EU";532
"2013-11-6";"EU";1156
"2013-11-7";"EU";73
"2013-11-8";"EU";70
"2013-11-9";"EU";1987
"2013-11-10";"EU";16
"2013-11-11";"EU";1886
"2013-11-12";"EU";353
"2013-11-13";"EU";3172
"2013-11-14";"EU";134
"2013-11-15";"EU";327
"2013-11-16";"EU";1715
"2013-11-17";"EU";449
"2013-11-18";"EU";184
"2013-11-19";"EU";5316
"2013-11-20";"EU";21
"2013-11-21";"EU";696
"2013-11-22";"EU";3569
"2013-11-23";"EU";910
"2013-11-24";"EU";1849
"2013-11-25";"EU";673
"2013-11-26";"EU";58
"2013-11-27";"EU";1747
"2013-11-28";"EU";3032
"2013-11-29";"EU";1341
"2013-11-30";"EU";265
"2013-12-1";"EU";30
"2013-12-2";"EU";214
"2013-12-3";"EU";2590
"2013-12-4";"EU";215
"2013-12-5";"EU";466
"2013-12-6";"EU";40
"2013-12-7";"EU";592
"2013-12-8";"EU";29
"2013-12-9";"EU";974
"2013-12-10";"EU";150
"2013-12-11";"EU";361
"2013-12-12";"EU";376
"2013-12-13";"EU";781
"2013-12-14";"EU";54
"2013-12-15";"EU";16
"2013-12-16";"EU";126
"2013-12-17";"EU";949
"2013-12-18";"EU";748
"2013-12-19";"EU";382
"2013-12-20";"EU";1212
"2013-12-21";"EU";58
"2013-12-22";"EU";64
"2013-12-23";"EU";1719
"2013-12-24";"EU";39
"2013-12-25";"EU";815
"2013-12-26";"EU";1959
"2013-12-27";"EU";180
"2013-12-28";"EU";50
"2013-12-29";"EU";22
"2013-12-30";"EU";185
"2013-12-31";"EU";309
"2014-1-1";"EU";80
"2014-1-2";"EU";7
"2014-1-3";"EU";312
"2014-1-4";"EU";2
"2014-1-5";"EU";176
"2014-1-6";"EU";2614
"2014-1-7";"EU";20
"2014-1-8";"EU";2
"2014-1-9";"EU";121
"2014-1-10";"EU";187
"2014-1-11";"EU";148
"2014-1-12";"EU";58
"2014-1-13";"EU";1691
"2014-1-14";"EU";1044
"2014-1-15";"EU";157
"2014-1-16";"EU";153
"2014-1-17";"EU";649
"2014-1-18";"EU";0
"2014-1-19";"EU";27
"2014-1-20";"EU";1072
"2014-1-21";"EU";1606
"2014-1-22";"EU";65
"2014-1-23";"EU";150
"2014-1-24";"EU";194
"2014-1-25";"EU";42
"2014-1-26";"EU";523
"2014-1-27";"EU";37
"2014-1-28";"EU";490
"2014-1-29";"EU";100
"2014-1-30";"EU";176
"2014-1-31";"EU";320
"2014-2-1";"EU";160
"2014-2-2";"EU";49
"2014-2-3";"EU";759
"2014-2-4";"EU";3
"2014-2-5";"EU";49
"2014-2-6";"EU";474
"2014-2-7";"EU";2975
"2014-2-8";"EU";1051
"2014-2-9";"EU";84
"2014-2-10";"EU";27
"2014-2-11";"EU";1302
"2014-2-12";"EU";160
"2014-2-13";"EU";77
"2014-2-14";"EU";1696
"2014-2-15";"EU";39
"2014-2-16";"EU";51
"2014-2-17";"EU";498
"2014-2-18";"EU";82
"2014-2-19";"EU";966
"2014-2-20";"EU";1001
"2014-2-21";"EU";4
"2014-2-22";"EU";505
"2014-2-23";"EU";27
"2014-2-24";"EU";1779
"2014-2-25";"EU";601
"2014-2-26";"EU";393
"2014-2-27";"EU";639
"2014-2-28";"EU";609
"2014-3-1";"EU";31
"2014-3-2";"EU";23
"2014-3-3";"EU";252
"2014-3-4";"EU";140
"2014-3-5";"EU";1008
"2014-3-6";"EU";987
"2014-3-7";"EU";98
"2014-3-8";"EU";1062
"2014-3-9";"EU";46
"2014-3-10";"EU";434
"2014-3-11";"EU";4
"2014-3-12";"EU";239
"2014-3-13";"EU";614
"2014-3-14";"EU";42
"2014-3-15";"EU";185
"2014-3-16";"EU";72
"2014-3-17";"EU";563
"2014-3-18";"EU";475
"2014-3-19";"EU";713
"2014-3-20";"EU";6
"2014-3-21";"EU";766
"2014-3-22";"EU";46
"2014-3-23";"EU";9
"2014-3-24";"EU";247
"2014-3-25";"EU";933
"2014-3-26";"EU";11
"2014-3-27";"EU";25
"2014-3-28";"EU";1367
"2014-3-29";"EU";62
"2014-3-30";"EU";6
"2014-3-31";"EU";472
"2014-4-1";"EU";131
"2014-4-2";"EU";479
"2014-4-3";"EU";274
"2014-4-4";"EU";489
"2014-4-5";"EU";25
"2014-4-6";"EU";102
"2014-4-7";"EU";1703
"2014-4-8";"EU";275
"2014-4-9";"EU";132
"2014-4-10";"EU";2190
"2014-4-11";"EU";95
"2014-4-12";"EU";32
"2014-4-13";"EU";196
"2014-4-14";"EU";691
"2014-4-15";"EU";31
"2014-4-16";"EU";762
"2014-4-17";"EU";153
"2014-4-18";"EU";78
"2014-4-19";"EU";161
"2014-4-20";"EU";15
"2014-4-21";"EU";686
"2014-4-22";"EU";281
"2014-4-23";"EU";724
"2014-4-24";"EU";585
"2014-4-25";"EU";195
"2014-4-26";"EU";869
"2014-4-27";"EU";70
"2014-4-28";"EU";2705
"2014-4-29";"EU";113
"2014-4-30";"EU";128
"2014-5-1";"EU";471
"2014-5-2";"EU";42
"2014-5-3";"EU";297
"2014-5-4";"EU";48
"2014-5-5";"EU";224
"2014-5-6";"EU";3
"2014-5-7";"EU";947
"2014-5-8";"EU";2921
"2014-5-9";"EU";37
"2014-5-10";"EU";11
"2014-5-11";"EU";36
"2014-5-12";"EU";9
"2014-5-13";"EU";22
"2014-5-14";"EU";91
"2014-5-15";"EU";1321
"2014-5-16";"EU";2180
"2014-5-17";"EU";106
"2014-5-18";"EU";20
"2014-5-19";"EU";717
"2014-5-20";"EU";907
"2014-5-21";"EU";200
"2014-5-22";"EU";330
"2014-5-23";"EU";182
"2014-5-24";"EU";2030
"2014-5-25";"EU";115
"2014-5-26";"EU";314
"2014-5-27";"EU";467
"2014-5-28";"EU";31
"2014-5-29";"EU";1030
"2014-5-30";"EU";1433
"2014-5-31";"EU";221
"2014-6-1";"EU";10
"2014-6-2";"EU";417
"2014-6-3";"EU";2134
"2014-6-4";"EU";1291
"2014-6-5";"EU";298
"2014-6-6";"EU";294
"2014-6-7";"EU";706
"2014-6-8";"EU";62
"2014-6-9";"EU";693
"2014-6-10";"EU";905
"2014-6-11";"EU";2300
"2014-6-12";"EU";214
"2014-6-13";"EU";69
"2014-6-14";"EU";2108
"2014-6-15";"EU";18
"2014-6-16";"EU";292
"2014-6-17";"EU";201
"2014-6-18";"EU";1025
"2014-6-19";"EU";1193
"2014-6-20";"EU";131
"2014-6-21";"EU";780
"2014-6-22";"EU";76
"2014-6-23";"EU";87
"2014-6-24";"EU";2370
"2014-6-25";"EU";15
"2014-6-26";"EU";1648
"2014-6-27";"EU";2948
"2014-6-28";"EU";26
"2014-6-29";"EU";406
"2014-6-30";"EU";1150
"2014-7-1";"EU";48
"2014-7-2";"EU";268
"2014-7-3";"EU";323
"2014-7-4";"EU";503
"2014-7-5";"EU";543
"2014-7-6";"EU";83
"2014-7-7";"EU";284
"2014-7-8";"EU";34
"2014-7-9";"EU";2303
"2014-7-10";"EU";1015
"2014-7-11";"EU";132
"2014-7-12";"EU";79
"2014-7-13";"EU";141
"2014-7-14";"EU";520
"2014-7-15";"EU";34
"2014-7-16";"EU";713
"2014-7-17";"EU";82
"2014-7-18";"EU";746
"2014-7-19";"EU";91
"2014-7-20";"EU";18
"2014-7-21";"EU";13
"2014-7-22";"EU";785
"2014-7-23";"EU";1
"2014-7-24";"EU";407
"2014-7-25";"EU";409
"2014-7-26";"EU";82
"2014-7-27";"EU";7
"2014-7-28";"EU";114
"2014-7-29";"EU";257
"2014-7-30";"EU";1285
"2014-7-31";"EU";781
"2014-8-1";"EU";22
"2014-8-2";"EU";2149
"2014-8-3";"EU";64
"2014-8-4";"EU";4180
"2014-8-5";"EU";433
"2014-8-6";"EU";550
"2014-8-7";"EU";1725
"2014-8-8";"EU";691
"2014-8-9";"EU";705
"2014-8-10";"EU";438
"2014-8-11";"EU";838
"2014-8-12";"EU";2537
"2014-8-13";"EU";2497
"2014-8-14";"EU";357
"2014-8-15";"EU";5
"2014-8-16";"EU";1144
"2014-8-17";"EU";20
"2014-8-18";"EU";301
"2014-8-19";"EU";363
"2014-8-20";"EU";591
"2014-8-21";"EU";364
"2014-8-22";"EU";387
"2014-8-23";"EU";487
"2014-8-24";"EU";3
"2014-8-25";"EU";1371
"2014-8-26";"EU";597
"2014-8-27";"EU";330
"2014-8-28";"EU";535
"2014-8-29";"EU";1450
"2014-8-30";"EU";395
"2014-8-31";"EU";36
"2014-9-1";"EU";3386
"2014-9-2";"EU";1290
"2014-9-3";"EU";763
"2014-9-4";"EU";1274
"2014-9-5";"EU";180
"2014-9-6";"EU";1627
"2014-9-7";"EU";23
"2014-9-8";"EU";11916
"2014-9-9";"EU";168
"2014-9-10";"EU";413
"2014-9-11";"EU";655
"2014-9-12";"EU";1171
"2014-9-13";"EU";464
"2014-9-14";"EU";38
"2014-9-15";"EU";635
"2014-9-16";"EU";1609
"2014-9-17";"EU";2066
"2014-9-18";"EU";1625
"2014-9-19";"EU";398
"2014-9-20";"EU";628
"2014-9-21";"EU";181
"2014-9-22";"EU";425
"2014-9-23";"EU";1935
"2014-9-24";"EU";91
"2014-9-25";"EU";590
"2014-9-26";"EU";72
"2014-9-27";"EU";1789
"2014-9-28";"EU";900
"2014-9-29";"EU";730
"2014-9-30";"EU";807
"2014-10-1";"EU";60
"2014-10-2";"EU";744
"2014-10-3";"EU";1252
"2014-10-4";"EU";13
"2014-10-5";"EU";23
"2014-10-6";"EU";1196
"2014-10-7";"EU";1222
"2014-10-8";"EU";2
"2014-10-9";"EU";49
"2014-10-10";"EU";11
"2014-10-11";"EU";36
"2014-10-12";"EU";41
"2014-10-13";"EU";3244
"2014-10-14";"EU";479
"2014-10-15";"EU";1280
"2014-10-16";"EU";99
"2014-10-17";"EU";524
"2014-10-18";"EU";470
"2014-10-19";"EU";50
"2014-10-20";"EU";1215
"2014-10-21";"EU";69
"2014-10-22";"EU";22
"2014-10-23";"EU";624
"2014-10-24";"EU";499
"2014-10-25";"EU";2
"2014-10-26";"EU";24
"2014-10-27";"EU";1509
"2014-10-28";"EU";1200
"2014-10-29";"EU";511
"2014-10-30";"EU";1202
"2014-10-31";"EU";16
"2014-11-1";"EU";48
"2014-11-2";"EU";7
"2014-11-3";"EU";1284
"2014-11-4";"EU";43
"2014-11-5";"EU";1197
"2014-11-6";"EU";451
"2014-11-7";"EU";1452
"2014-11-8";"EU";852
"2014-11-9";"EU";26
"2014-11-10";"EU";862
"2014-11-11";"EU";585
"2014-11-12";"EU";2657
"2014-11-13";"EU";33
"2014-11-14";"EU";982
"2014-11-15";"EU";574
"2014-11-16";"EU";130
"2014-11-17";"EU";334
"2014-11-18";"EU";1232
"2014-11-19";"EU";31
"2014-11-20";"EU";1906
"2014-11-21";"EU";1729
"2014-11-22";"EU";1485
"2014-11-23";"EU";1074
"2014-11-24";"EU";1314
"2014-11-25";"EU";1407
"2014-11-26";"EU";753
"2014-11-27";"EU";109
"2014-11-28";"EU";225
"2014-11-29";"EU";564
"2014-11-30";"EU";4
"2014-12-1";"EU";265
"2014-12-2";"EU";14
"2014-12-3";"EU";1550
"2014-12-4";"EU";136
"2014-12-5";"EU";482
"2014-12-6";"EU";166
"2014-12-7";"EU";1326
"2014-12-8";"EU";990
"2014-12-9";"EU";843
"2014-12-10";"EU";848
"2014-12-11";"EU";457
"2014-12-12";"EU";290
"2014-12-13";"EU";863
"2014-12-14";"EU";60
"2014-12-15";"EU";1118
"2014-12-16";"EU";1344
"2014-12-17";"EU";534
"2014-12-18";"EU";894
"2014-12-19";"EU";4901
"2014-12-20";"EU";142
"2014-12-21";"EU";10
"2014-12-22";"EU";540
"2014-12-23";"EU";1590
"2014-12-24";"EU";3997
"2014-12-25";"EU";236
"2014-12-26";"EU";1060
"2014-12-27";"EU";475
"2014-12-28";"EU";174
"2014-12-29";"EU";329
"2014-12-30";"EU";3042
"2014-12-31";"EU";1520
"2011-1-1";"Canada";33
"2011-1-2";"Canada";5
"2011-1-3";"Canada";35
"2011-1-4";"Canada";9
"2011-1-5";"Canada";16
"2011-1-6";"Canada";2
"2011-1-7";"Canada";1
"2011-1-8";"Canada";58
"2011-1-9";"Canada";3
"2011-1-10";"Canada";17
"2011-1-11";"Canada";72
"2011-1-12";"Canada";30
"2011-1-13";"Canada";2
"2011-1-14";"Canada";25
"2011-1-15";"Canada";6
"2011-1-16";"Canada";90
"2011-1-17";"Canada";22
"2011-1-18";"Canada";33
"2011-1-19";"Canada";9
"2011-1-20";"Canada";17
"2011-1-21";"Canada";33
"2011-1-22";"Canada";75
"2011-1-23";"Canada";11
"2011-1-24";"Canada";21
"2011-1-25";"Canada";125
"2011-1-26";"Canada";23
"2011-1-27";"Canada";4
